text,id,retweet_count,reply_count,like_count,topic,reception
"News Flash: David Grohl is a penis-head! 😡
The vaccinated are behaving like some vaccine militia!

FooFighters pull Minneapolis show over disagreement with venue over COVID-19 safety measures
https://t.co/P5D41Egkw7",1466129069444059137,0,0,0,,
"Wife & I just got back from getting our boosters!  We both got Pfizer.  She got Moderna initially so it was a mix for her. 

Will let you know how we feel the next couple of days!

#GetVaccinated",1466129068517208064,0,1,2,,
"The Biden Administration’s strategy for defeating Covid is to keep doing what they are doing (mask & 💉). 

**More People have died under this administration from Covid than the last administration.",1466129063941062657,6,0,22,,
That vaccine ain’t no joke,1466129063643205639,0,0,0,,
"LA Times: #California confirms nation’s 1st Covid #Omicron variant case. Dr. Fauci says further clarity as to whether Omicron may be more virulent than Delta, or even vaccine-evasive, is probably still weeks away.
#BreakingNews  https://t.co/xlSph0dpS6",1466129060510121985,0,0,0,,
"Beware 
California confirms nation’s first Omicron variant case.
The infected individual returned to the state from South Africa on Nov. 22 and tested positive Monday, federal health officials said. The person was fully vaccinated and experienced mild symptoms that are improving.",1466129059205713923,0,0,0,,
"LeBron James missed the Los Angeles Lakers’ game on Tuesday and will remain out indefinitely after entering the NBA’s health and safety protocols, indicating the vaccinated NBA star registered a positive or inconclusive test for Covid-19. https://t.co/qxTYl5gsGf via @WSJ",1466129051404279808,0,0,0,,
"Important qarticle by @samueljlovett

https://t.co/JZlktPUmlK",1466129046975168518,3,0,1,,
"⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️

Guys 

Check this BS⚡️⚡️⚡️⚡️⚡️⚡️

UNVACCINATED IS NOT = AT RISK
MANY UNVACCINATED ARE FULLY PROTECTED
EITHER RECOVERED OR USING IVERMECTIN

UNVACCINATED NOT = VIRUS CARRIERS
VACCINATED ARE SPREADING OMICRON ON FLIGHTS
ONLY VACCINATED CAN FLY",1466129045175812097,1,1,1,,
"#Pfizer 4,66 billion fines since 2000 https://t.co/iJBQz3qs8y",1466129044974579712,0,0,0,,
"Majority of mumps cases are among the vaccinated, CDC finds - NBC News https://t.co/M9au9tiupG",1466129044689367064,0,0,0,,
"https://t.co/UITkNIAuMG
I know someone who is quitting because of the vaccine mandate. He acquired assets dozer trucks etc now thinks he's better off without the union because with those assets he can make even more money. Can be be stripped of his pensions?
For treason.",1466129039580672002,0,0,0,,
"‘Toxic mix’ of low Covid vaccination, testing rates recipe for amplifying variants, warns WHO https://t.co/nzLsZOACUR",1466129037902893066,0,0,0,,
"OMICRON IS HERE:
ASSHOLES,
GET VACCINATED",1466129033549303813,0,0,0,,
Music now Cocaine - J.J. Cale on https://t.co/sCJH8rb96L https://t.co/XGjBq4JusV,1466129030441283589,0,0,0,,
"These experimental C🤫V💉D-1⃣9⃣ jabs are really bio weapons and should be treated as such, in my own opinion.",1466129027664691209,0,0,0,,
Vaccine / Back Sin,1466129027127816200,0,0,0,,
Republicans in Senate threaten to shut down over vaccine mandates https://t.co/CJUskc0z2R,1466129020379013124,0,0,0,,
80% of ppl in WA are vaccinated… I am genuinely shocked it’s that high 😳 good job,1466129011755479042,0,1,0,,
My #Moderna booster is scheduled!,1466129006533746691,0,0,0,,
Had my Booster yesterday. Had no side effects whatsoever with my previous Astra Zeneca ones but the Pfizer has really hit me quite hard today.,1466129006122708994,0,0,0,,
"Get your free booster shot plz! I got mine at CVS & it took 1 second. All these new variants are distressing, but someday COVID will be like the common https://t.co/Wmo2xX3gCM do your part to hasten that inevitability instead of dying,infecting or killing. https://t.co/PczcYIzzPk",1466128995385331716,0,0,1,,
"Psaki following up on Fauci’s lies with more lies saying the “unvaccinated” spread COVID more than the vaccinated. Again, the administration pretends natural immunity doesn’t exist while vilifying those same people in an effort to push the vaccine that they have purchased.",1466128990284959746,1,0,3,,
"Marcus Lamb, anti-COVID vaccine Christian broadcaster, dies at 64 https://t.co/1o7UHM3pSM via @RNS",1466128986019438598,0,0,0,,
Covid 19 is real hella ppl gettin sick in MN be safe if you ain’t get the shot.,1466128983469309966,0,0,0,,
World's AIDS Day 2021 | Four decades of research but still no vaccine Covid vaccines began to show promise just months after the novel coronavirus started spreading across the globe but there is still no vaccine to protec... #Global by #MoneyControl https://t.co/JIAtX78lmR,1466128983314116611,0,0,0,,
"BREAKING! US identifies first case of omicron COVID-19 variant in California.
Dr. Fauci addresses the first confirmed case of the Omicron variant in the US:

• Traveler who returned from South Africa
• Tested positive on November 29th
• Close contacts have tested negative
💉 https://t.co/7GPn0AyppZ",1466128983045648387,0,0,1,,
Some people who refuse to get vaccinated better learn because if you get this stuff it’s game over and millions people have died from it. It’s like your parents telling you the vegetables are good even though that you don’t like them,1466128978192871424,0,0,1,,
"""The global #vaccine rollout has not been so different to how 1 of Britain’s imperial governments wld have handled such a #crisis 200y ago: a heavy dose of #racism, combined with the idea that the market should decide who lives and who dies in the world.""

https://t.co/olNfbTCitN",1466128975722332161,0,1,0,,
"If you live in the Tucson area, Amphi Middle School is having a vaccine clinic today 2:30-5:30. All are welcome age 16- adults. 16-17 when accompanied by an adult. 1st, 2nd, 3rd  shots.",1466128971297267716,0,0,2,,
"Task time kisi ka shoulder dard hona lagta hain. Jab task chal rha hota hai toh continuously Ice bag use karta hain. Task khatam hota he shoulder pain gayab.
Ya magic hai ki Sympathy card. Please comment your thoughts 🤣 https://t.co/urXbYzhUva",1466128967576870916,0,0,0,,
"#covid is a disease with mortality in the range of a #flu. Check @WHO. Min 80% population in #Germany has some form of immunity, natural or #vaccine-made. 
There is no scientific, ethical or legal justification for #vaccine mandate.
@coe @EUparliament @BILD @jensspahn @OlafScholz",1466128967212142594,0,0,0,,
"None of this vax mandate, vax passport shit makes sense in terms of public health. It’s not suppose to because it’s only about compliance. In an atmosphere of compliance it doesn’t have to make sense. They just want you to comply.",1466128961143029761,0,0,0,,
So glad I'm vaccinated all these variants and shit is crazy.,1466128960593481738,0,0,0,,
"I'm not for the government mandating anything an individual does with their own body: vaccine, abortion, etc. #JustSayn #wednesdaythought",1466128958110453760,0,0,0,,
"https://t.co/4AprWUNQNm In an Era of #Condoms & #Contraceptives 🚼 #Abortion 💉💊 🔪is not a #Choice, but the Systemic #Murder 💉🔪 of a #Child 👶 that didn't have a chance to be #Born! #Shame on #Politicians who support this #Abominable 💵 Practice of #Eugenics for #Profit! 🔪",1466128957737218058,0,0,0,,
The Reason Covid Booster Shots Could Be the Answer To Stopping Omicron Variant https://t.co/3zl3RcVasO,1466128956046909446,0,0,0,,
"1.
The COVID Vaccine Failure

""After vaccine uptake slowed, Walensky called COVID a “Pandemic of the Unvaccinated” to shame the unvaccinated into getting the vaccine. News reports touted divisive messaging of Biden-voting  (Cont.)
 https://t.co/etFZ7oYWxZ https://t.co/1wa7VSWbTE",1466128951596634113,0,1,0,,
"First U.S. case of #Omicron is fully vax'd and experiencing ""mild symptoms, which are improving at this point"" - Fauci.    We're about to see if vax holds up against variant.  U.S. should fare better than S.A. ... and S.A. hospitalizations not so bad. https://t.co/6GNgBPvR25",1466128951366062080,1,0,0,,
"Fauci speaking Live at press conference say the first case of Omicron has hit the US. The individual has mild symptoms and was fully Vaccinated.
In the same breathe says,we must make sure we're all Vaccinated.🥴 Really? Because it worked out well for this guy right? 🤣🤦🏻‍♀️",1466128938795778049,2,1,6,,
boosted with pfizer; trying to fill out my vaccine card,1466128937281593349,0,0,0,,
A new special edition Blood podcast episode on post-vaccination COVID-19 in patients with hematologic malignancies. Listen here and also available on iTunes and Spotify https://t.co/Vz9MGkRX09 #covid19 https://t.co/zsSMe4HF64,1466128933334704128,0,0,0,,
New variant case found in California in “fully vaccinated” person. What a fcking joke. How stupid must you feel at this point if you’ve followed all the “guidance” and you’re still not even protected? IT’S AN EXPERIMENT!! #OPENYOUREYES,1466128931745148951,1,0,3,,
"shoutout and thank you to all the vaccinated people who brought over the new #OmicronVarient to Canada 

Unfortunately you ant blame the unvaccinated now",1466128930474131456,0,0,0,,
"They ILLEGALY vaccinated millions of people for decades. These #V2K handlers work with corrupt police/fbi to CREATE CRIME...they are also illegaly tracking,tracking,torturing,kidnapping people https://t.co/qNLFbMxj20",1466128930197458956,0,0,1,,
You won’t see that Zubymusic guy with his “opinions” now its been revealed Trump had Covid and still held events and attended debate. It’s going to be crickets from him. Some ramblings about how Vaccine mandates are evil will be the next thing,1466128930029637639,0,0,0,,
US Confirms Nation's First Case of Omicron Covid Variant in Fully Vaccinated Individual in California https://t.co/HC0twtPvEK via @gatewaypundit,1466128925654933509,0,0,0,,
Middlesex-London Health Unit holds its first mobile vaccination clinic of the season at Masonville Place starting at noon Wednesday and will stay at the site until Dec. 31. https://t.co/tsHHaCIWIs #ldnont,1466128919644491776,0,1,0,,
SWITZERLAND ALREADY SEPERATING VACCINATED AND UNVACCINATED https://t.co/GdlbYYJiRx via @BitChute,1466128918755299333,0,0,1,,
Republicans: Let People Die of COVID or So Help Us We’ll Shut Down the Government #SmartNews  https://t.co/De4YQL0Ukq,1466128908965851139,0,0,0,,
I see we have some blue checks implying trump was a bio weapon in the Biden debate so that we have permission to think of our fellow proles as nothing but disease vectors……timing is perfect ofc as it’s clear there was misleading message about the potential of vaccine “efficacy”,1466128907086749709,0,1,0,,
"The FDA tried to hide this from the public but were forced by courts to release the data on Covid vax side effects more severe than mild.  This is for only the first 3 months. 40k reported severe problems including 1,223 DEATHS. 
Our government is corrupt. https://t.co/n8gGCpGoky",1466128907006976006,0,0,0,,
I never believed people when they said Shingles was painful. Holy shit. I have them on my scalp and my facial nerves are going crazy. Brings me to actual tears. Get that vaccine when you are of age because OUCH,1466128905769738252,0,0,1,,
Took dose two of that dog shit vaccine and I have a pounding headache. Definitely banging out of work tomorrow! Just hoping I dont get the fever and sweats tonight 😢,1466128903051923462,0,0,0,,
"#IOM #Egypt and Health Ministy organize a #COVID19 vaccination campaigns for #migrats IOM Egypt, in collaboration with @mohpegypt &amp; International Federation of Medi... via @24liveblog https://t.co/KOuBCvAcdi https://t.co/MiwwAgynCv",1466128896894586885,0,0,0,,
"Fitness enthusiast who died of COVID didn't want to be ""guinea pig"" with vaccine #Fitness #ui via https://t.co/HhN2bIMV4M https://t.co/uyqGWhqRtJ",1466128896038948870,0,0,0,,
Had my booster jab yesterday and now in bed feeling my immune system kicking in. Netflix and paracetamol for me.,1466128894147366922,0,1,5,,
"This essay needs another retweet. Please read. It articulates what a lot of people are feeling - both vaxxed and unvaxxed.

The Vaccine Moment, part one - by Paul Kingsnorth https://t.co/dawiqKabjT",1466128888338153473,0,0,0,,
"If only Germany  had mandatory medical grade mask rules and vaccine passports.
Maybe they wouldn't have posted the highest rona dead count in 9 months .. https://t.co/q3CYIpyYTQ",1466128885653938181,0,0,0,,
"I just got COVID … from my vaccinated daughter and her vaccinated boyfriend. 
My symptoms are mild tho, daughters bf is feeling pretty bad, daughters doing good. vax definitely didn’t prevent them from spreading it.
Looks like they got it from someone in his unit, all vaxed.",1466128881874780164,1,0,0,,
"Is there any evidence yet that omicron is more deadly/more likely to hospitalize people? So far I’m just seeing this variant reported as “mild” and the majority of cases are in fully vaccinated people, including two triple-vaccinated Israeli doctors 🤷‍♂️",1466128881665003520,0,3,8,,
Fully vaccinated individual is the first to have the Omicron variant in the US: Biden prepares to infringe on more of your constitutionally protected rights.  https://t.co/QXIf128tEl #FoxNews,1466128881325281282,3,0,2,,
I hate it when all those chickenpox breakthrough cases happen after you get the chickenpox vaccine.,1466128879546994691,0,0,7,,
"PUSH THE VAX/BOOSTER
MALTA is one of most vaxed countries
949,337 virus doses have been administered, of which 113,857 are booster shots.
CASES ARE RISING.....OPEN YOUR EYES https://t.co/vA8ZFNxxwv",1466128876510269447,0,0,0,,
Just got my COVID booster shot. Gonna dance to Boombayah to prevent soreness,1466128875767967753,0,0,0,,
i just wanna say a big fuck you to everyone who can get the vaccine and isn't and aren't wearing masks this new varient thats spreading is probably gonna cause me to not have a proper graduation in may because they're probably gonna shut everything down again,1466128872966139906,0,0,0,,
"If the speed in which covid 19 vaccines are being manufactured was the same speed they used to atleast try and find a HIV vaccine,  they would have saved so many souls.",1466128872760619009,0,0,0,,
"""It is clinically & statistically impossible to create a vx that's going to be more effective than a child's natural immune system.""
 https://t.co/2nX7oDgA2K",1466128872374616068,0,0,0,,
"CBD Activity on rise 
https://t.co/SPdMxNTqU4
#Australia #Brisbane #Campaign #Council #Director #Employees #Government #Impact #Industry #Pandemic #Property #PropertyCouncilOfAustralia #PublicTransport #Queensland #RealEstate #Students #Transport #Vaccination https://t.co/vn2xGA74Yj",1466128872034947079,0,0,0,,
Now for a game of is it a Covid booster side effect or walking around in a fleece jacket and skullcap for 2 hours,1466128871863029763,0,0,0,,
"Send them off to the re-education camps.
Communism run amuck.

https://t.co/gMSFlsAmyy",1466128869283573764,0,0,0,,
"So the guy who delivers flyers in my hood has a bunch of PPC and F**k Trudeau stickers on his van. 

I hate to stereotype (no I don’t) but…

I imagine he isn’t vaccinated and hates photo radar. Probably famous on Wexit Twitter.",1466128857220534272,0,0,0,,
There is Treatment for Covid and people get well millions and millions and millions of millions of people stop vaccinating  everybody wtf 🤬 it’s getting g worse according to the media wtf 🤬,1466128855635095553,0,0,0,,
"If you claim a right to skip the vaccine because it's your body, and to hold your breath like a toddler to fight wearing a mask, then you already agree that a woman's right to choose should be just that. Unless of course you believe that ""you"" are the operative word in all that.",1466128837977255938,0,0,0,,
This morning @Eric_Schmitt  told @PeteMundo he would support #MoLeg following #KSleg and having a special session to block all COVID-19 vaccine mandates for businesses. FULL interview here: https://t.co/YqL5bpZHPh https://t.co/Zyc3uPCBsS,1466128836840595461,0,0,0,,
The FDA licenses COVID booster shots for all U.S. grownups https://t.co/IA3Wc3GkLn https://t.co/AoDb1COf71,1466128836639211533,0,0,0,,
"If you work in a school, I implore you to get vaccinated. For your own good, for the good of the students we have to protect.",1466128830561759240,0,0,6,,
"In a news conference with representatives from all of Omaha's hospital systems. It kicked off with this ominous message:
""We're seeing more young people wind up in the hospital with COVID and not all of them are going home. The common denominator is they're not vaccinated,""",1466128828313575425,0,1,0,,
I’m double vaccinated,1466128827206160385,0,0,0,,
The Maternal Vaccination Act will address maternal mortality rates by protecting moms from preventable diseases and keeping their babies safe during and after pregnancy. I am pleased that our @BMHCaucus bill which I cosponsored passed the House last night! https://t.co/aLDXaUNhRr,1466128826346483713,2,0,1,,
Worked for Pfizer https://t.co/wSr7gJBQ3O,1466128821040697345,6,1,17,,
"Conservatives Eye Government Shutdown to Stop Vaccine Mandate Funding

Will they be successful?  https://t.co/439aubvWR4 via @Newsmax",1466128820730216461,0,0,0,,
Dumb idiots! Get vaccinated!! Stop fighting the experts! #nonvacinated #trumpsters #idiots #covid https://t.co/JndzeqYmva,1466128812802936838,0,0,0,,
"zero fucks given

https://t.co/44BjCD74FO",1466128812660437000,0,0,0,,
If you ask me the variants are built into the jab! How else would they be able to test for it already?,1466128811989291020,0,0,0,,
It takes about two weeks after vaccination to produce enough antibodies to the virus to fully protect you against the flu. https://t.co/BmLUC01Itt #vaccinationrate #fluvaccine #fluseason,1466128811288842243,0,0,0,,
"Watching Universal Flu Vaccine @CSPAN https://t.co/FQO30xcsbC 
Not planned at all then 🤔",1466128811225931776,0,0,0,,
"#MARCUSLAMB...#DAYSTAR..#COVID19..Marcus Lamb, founder of Christian network Daystar and vaccine opponent, dies after contracting COVID-19 https://t.co/ISKqYvWoMD",1466128810995163136,0,0,0,,
If we are following the science is it safe to say we can thank the vaccinated for bringing us the new variant as they are the only ones travelling? 🤔,1466128806901473281,0,0,0,,
"Marcus Lamb, leader of one of the world’s largest religious networks, has died after a battle with COVID-19.

https://t.co/h1tgOd7qLs",1466128803562938372,0,0,0,,
So Roe looks like it's going and a Trump judge says vaccine mandates even for your IC nurse are illegal. We are heading back to the dark ages.,1466128799540592651,0,0,0,,
"ICYMI
All else being equal,
if 90% of a community's population are still unvaccinated,
then, even if vaccination had no protective value whatsoever,
one would still expect that 90% of hospitalizations would be of unvaccinated people.

Both stats are needed for interpretability.",1466128797451829249,0,0,0,,
"Fully Vaxxed Lebron James Suspended For Testing Positive For COVID, Fauci Warns The Worst Is Coming _ Timcast https://t.co/f6dVhjYLi8 https://t.co/jGV6WIG8Z8",1466128795899813890,0,0,0,,
Booster time! #vaccinated 3 https://t.co/PTOzSVwIuk,1466128787288981507,0,0,0,,
AstraZeneca breakthrough as Oxford Uni say 'no evidence' Omicron can escape vaccine  https://t.co/NOVWkEibJZ,1466128780775374848,0,0,0,,
Fauci just contradicted himself on Covid 💉in less than 10 seconds. https://t.co/807z8EL8LM,1466128779382820875,2,2,7,,
"In closing, Judge Schlep:
“Plaintiffs likely can show the CMS mandate is arbitrary and capricious because the evidence does not show a rational connection to support implementing the vaccine mandate, 1/
https://t.co/2tEtdjve5G",1466128777822580744,0,1,0,,
"If the virus spreads from country to country, then its obviously the vaccinated ppl r spreading it, coz only they can fly 😁right?",1466128773791633409,0,0,3,,
My daughter was a G! She’s now #vaccinated https://t.co/ZG3r9WBFIJ,1466128773624049665,0,0,1,,
Vaccinated traveler contracts first known case of alarming new COVID variant in US,1466128769861750788,0,0,0,,
"2021-12-01 N.L. reports two new cases of COVID-19, more than 10 per cent of children vaccinated 
https://t.co/I0lzNlr1al",1466128768322486280,0,0,0,,
Moderna could be sued over vaccines as court upholds Arbutus patents https://t.co/1AaWxVfHKg https://t.co/6y54gZuk3U,1466128768221827076,17,7,37,,
I’m not getting no booster shot for the damn vaccine I didn’t want to get but was in the hospital so ofc I felt like I needed it being in there 😭,1466128768184037381,0,0,0,,
"Your telling to get a shot to be safe from the common cold, but you haven’t even researched what’s in the vaccine or even shown any interest in the people dying on sports fields, TV shows, in flight, etc or getting AIDS, Heart Attacks, Awful Shakes, Rashes, as well as other shit!",1466128765508063242,0,0,0,,
"What do you think: Is it constitutional for the Connecticut Judicial Branch to form a partnership with the Executive & Legislative branches to implement a coercive mandate that all state employees get the vax, test until vax or be fired? I was just fired under that mandate!",1466128762186174470,0,0,0,,
"even tho i hate the idea of getting it, second vax dose tomorrow, im not doing it for me and you, we all know the bloody thing doesnt work. Getting it to be an accepted member of society in 2022",1466128759237529600,0,0,0,,
"I'm guessing NYC will be reporting a case by the end of the week. So glad that the majority of us are vaccinated, and NYC Health ramped up on pushing boosters. I get mine on Friday. 
 https://t.co/JkKMYA5gN7",1466128756226117635,0,0,1,,
"the combo of fearmongering travel bans combined with ""it's not a bit deal, just get vaxxed"" in response to Omricon is distressing.",1466128754455941120,0,0,2,,
What is your biggest concern regarding COVID-19? I voted Vaccine deniers on KGO. What's your vote? https://t.co/Gy4mEaQqV7,1466128754112032773,0,0,0,,
"Republicans: no vaccine mandates. No masking requirements. And they ask, why hasn’t Biden solved the pandemic yet?",1466128750748262411,1,0,2,,
"If you have to quarantine for 7 days if you are ""fully vaccinated with 3 vaccines,"" why get them?",1466128741999026184,0,0,1,,
"MURDER! Just hours after publishing the research on the Vax, Dr Noack is DEAD. https://t.co/gxHTo1q0cd via @BitChute",1466128740891729931,0,0,0,,
Dr. Anthony Fauci told reporters that the person was a traveler who returned from South Africa on Nov. 22 and tested positive on Nov. 29. Fauci said the person was vaccinated but had not received a booster shot and was experiencing “mild symptoms.” https://t.co/yq3H9KslOe,1466128737712410631,0,0,0,,
"To all who have offered a kind word, I wanted to give an update.  My employer dropped its Vax mandate based on the KY Judge ruling yesterday that allowed KY, TN and OH to follow State Covid guidelines.  Thanks to @GovBillLee ♥️no TN employer can fire over the Vax. Subj to change.",1466128736860917763,0,0,1,,
"""A person in California who had been vaccinated against COVID-19 became the first in the U.S. to have an identified case of the omicron variant"" https://t.co/shWzauV5ac",1466128734067507202,0,0,0,,
"At 83, Minnesota pharmacist is back at work providing COVID-19 vaccine https://t.co/yOyf0MX5AM",1466128733836824580,0,0,1,,
Prince Harry leads calls for vaccines to be shared across the world https://t.co/vv4KUt8NEy,1466128730460463112,3,0,4,,
Show the data @PressSec on the vaccinated. As for Trump stop lying this Adminstration is about control.,1466128727616671745,0,0,0,,
"A person in California who had been vaccinated against COVID-19 became the first in the U.S. to have an identified case of the omicron variant, the White House announced Wednesday as scientists continue to study the risks posed by the new virus strain.
https://t.co/2KfN1KeCcM",1466128726647881732,0,0,0,,
#queensu expert @skepticalIDdoc @queensuDOM tells @CTVNationalNews @CTVBeauchemin about why a COVID-19  booster is a good idea for the Canadian adult population. https://t.co/pkyfbm3BHJ,1466128724047417352,0,0,0,,
A new antiviral drug to COVID-19 could soon be available. But the pill from MERCK could be costly -- and is no substitute to the vaccine -- doctors say: https://t.co/0s5otSOEPK,1466128723921580039,0,0,0,,
Got my Covid booster 💉 https://t.co/cGFRIBCCxi,1466128721547444228,0,0,1,,
'Nerds' take Covid-19 message from lab to jab with hip-hop tune Vax the Nation https://t.co/gYosOIwb7I,1466128719232131072,0,1,0,,
"While @POTUS is working to defeat #COVID19, tackle #inflation, and grow our #economy, the @GOP is working to shut down the federal gov't and revoke #vaccination requirements. Continued #COVID outbreaks & a #governmentshutdown would devastate our economy.
https://t.co/lySyrdrVpQ",1466128718238212100,1,2,0,,
"Lengthy queues and delays in Carrick-on-Shannon for booster vaccines
https://t.co/cOV0K9Q8cR https://t.co/SFeLFBWLoU",1466128717697200128,0,0,0,,
"Boost your immunity this winter.

Book your free flu or COVID-19 vaccine on Thursday December 2 for maximum protection while spending time with loved ones this festive season.

To check eligibility and to book visit: https://t.co/NZac7VHS7t

#BoostDay https://t.co/FA9Dz0k7Zv",1466128717554454530,0,0,0,,
"On Wednesday's show we spent a lot of time talking about school safety, the economy, vaccine mandates, anti-Rittenhouse protests at ASU, a new poll on Democracy in the U.S. & a landmark abortion case in SCOTUS. 

https://t.co/7yudA5oXHh @broomheadKTAR @KTAR923 https://t.co/4ggUowfZqN",1466128717533507588,0,0,1,,
"Pandemic of the 🦠💉vaxsinated !!!
👇
https://t.co/CofUg0EH0q
👇
At least 69 athletes collapse in one month, many dead 
https://t.co/brZL9YAJWm https://t.co/nJGr3Tt2K2",1466128714605993990,0,1,0,,
"Read This: ""Anti-Vax Evangelical TV Network Founder Dies of COVID-19"" https://t.co/Sl9uq9UnC5",1466128712148000772,0,0,0,,
"So when they find a vaccine for HIV, it's going to politicized on so many levels, much like the virus was in the 80's. Though the politicization of COVID is a whole level of different stupidity though. Again, it's the right-wing fucking it up again.",1466128709853843464,0,0,1,,
"ALL I Want for Christmas 🎄🎅 is for EVERYONE in the World to GET VAXXED 💉 or BOOSTED. 

~ The Planet Earth 🌍 https://t.co/QMpZmWfTYR",1466128705701351425,0,0,0,,
"🇭🇷 2,500 brave Croatian men have formed a volunteer battalion. Many are in the army, police force, or were previously. They are sending a loud message to the ruling party. If the Croatian government continues to push vaccine passports, these men will fix that problem by any means https://t.co/XDsa3ZNxWN",1466128697543516162,0,0,1,,
"Holy cow, this blows the lid off the vaccines. 

""As ordered by the courts the FDA must release the data it based it's EUA for the Pfizer shot."" 

""The FDA requested the courts to keep this information confidential for no less than 55 YEARS!!""

""The court returned with an order",1466128688596938754,0,1,0,,
"So the first case of omicron in the U.S. is a fully vaccinated person, what a joke…",1466128686977982469,0,0,0,,
"Pilot in the Ghisalene Maxwell trial says he never flew Dr Fauci 
to Epstein Island 

He always arrived in the Pfizer Corporate Jet 

😉

#Epstein #GhislaneMaxwell",1466128686302695427,0,1,11,,
"Let's ask the people forcing us to get jabbed if the jab is the reason people are dropping like flies.

Ummm, ok 🥺

""There is no evidence that COVID-19 vaccines are related to reported incidents of athletes collapsing, regulators and fact-checkers say""  https://t.co/vMQEXmgYya",1466128680879595525,1,1,2,,
"We got the first US citizen with  #Omicron, let’s hope this does not spread and keep anyone to come close with in quarantine. Also get vaccinated if you already had your second shot and it’s past six months get the booster like I did because we do not want another shut down",1466128680816717831,0,1,0,,
Who would listen to anything Jen psaki says about getting vaxxed to stop the spread when she literally just got back from having Covid lol,1466128677758980102,0,1,1,,
"Tips to reduce side effects after
receiving your COViD-19 vaccine
 3rd vaccination",1466128675422748684,0,0,0,,
"If you took the shots, YOU WERE DUPED.

“An analysis by Peter Doshi, published in the British Medical Journal, points out the obvious: The vaccine makers designed clinical trials that do not provide any data on all-cause mortality benefits.”

👉🏼 Read more! https://t.co/XOw6S7tl5b",1466128670708224002,1,0,2,,
"Professor Robert West of the Scientific Pandemic Insights Group on Behaviours says ""the vaccine will give a serious level of protection but it certainly won't be the only solution"" to tackling the new Omicron variant. 

#COVID19: https://t.co/YPtfHrWp1e https://t.co/sV0AEe6ZEc",1466128669848621062,6,12,16,,
"COVID-related lingo continues to dominate our discourse, from variant names to the Word of the Year.  Check my latest article: https://t.co/Ju7AdVn0Ak via @LinkedIn #WednesdayWisdom #Omicron #WHO #COVID #vaccine #vax #WordOfTheYear #MerriamWebster #OED #CambridgeDictionary",1466128661619384327,0,0,0,,
"COVID-19 is a challenge that requires global cooperation, is manufacturing capability the main constraint in distributing the vaccine?

@ChadBown says that in addition to other challenges, ""We’ve reached a moment where companies are producing at their own timetable.""",1466128658339221504,0,0,0,,
Sometimes Darwin takes the wheel… High-Flying Anti-Vax Evangelical TV Network Founder Dies of COVID-19 https://t.co/4zFffte7Np,1466128657584435210,0,0,0,,
"""The individual was fully vaccinated and experienced mild symptoms, which are improving at this point.""

Dr. Fauci on a person in California becoming the first in the U.S. to have an identified case of the COVID-19 omicron variant.

MORE: https://t.co/Jj0JopSkWx https://t.co/TVT3vGg1oU",1466128651867598855,2,2,2,,
"Ok lets start at the beginning.

What exactly is the problem with allowing people to catch covid and recover? Vaccines for those who want them.

Why the vaccine wars?",1466128644644954122,3,2,10,,
"Marcus Lamb had to return $3.9 million in government money after an investigation found his church bought a private jet two weeks after getting a PPP loan to help pay employees.

His TV ministry spread anti-vaccine conspiracies.

Then he died of Covid. https://t.co/udpIMTgPgw",1466128643818676238,0,0,0,,
"Evidence suggests that vaccine #BoosterShots  programmes can take people’s #Covid_19 protection to unexpectedly high levels, but we don’t yet know how effective existing vaccines will be against the #OmicronVariant. Read more👉 https://t.co/AJQGjkEAz3 https://t.co/HiNjREFIUN",1466128636801687552,0,0,0,,
Stephen Colbert Flattens Anti-Vax Aaron Rodgers With Omicron 1-Liner https://t.co/J4zneP5mlD via @Yahoo not funny POS,1466128636336037890,0,0,0,,
"We’re testing everyone who enters the country, regardless of vaccination status, except for the millions of people we’re letting enter the United States illegally across the southern border.

This is the democrat party’s C0VID policy.

God help us all.",1466128636193484811,4,0,5,,
Big Berthas hubby is an anti Jib jab - low and behold he dies. Wife has got some funny digits too ;)  . He lives babys #egi #allfalsenews they are going after the Christians to get the jab. This is their ploy https://t.co/qaK7wEwLOA,1466128633311936524,0,0,0,,
"Sooooo a VACCINATED traveler is the FIRST to contract the FIRST case of the OMICRON variant in the US!!!!
Let that sink in",1466128630094995464,0,0,0,,
"funny how the first person in america with the Omnicron virus... is in fact, fully vaxxed.",1466128629784584193,0,0,0,,
There exists some critical threshold at which a sufficient number of the previously sanctimonious get a mild version of COVID—irrespective of their prior masking and vaccination behaviors—and the ensuing cognitive dissonance begins to shift their behaviors back toward sanity.,1466128627238518789,0,1,1,,
well covid boosters - my mother of very advanced years only got a call to make appointment 8 months after her 2 vax - was given number to call she tried it several times but it cut her off ( Derwent Surgery in N Yorks) each time ( thread),1466128624197718018,0,1,0,,
"Following other states, Washington’s Governor Jay Inslee has issued a proclamation to require certain workers be fully vaccinated against #COVID19 and provide proof of such #vaccination. Jackson Lewis attorneys Sherry Talton and Noorin Hamid review.",1466128619164647427,0,0,0,,
Some Republicans in U.S. Congress try to close government over vaccine mandates https://t.co/rfLi7Ck1wf,1466128615117107200,0,0,0,,
